name,category,subCategory,launched,result,backers,country,pledged,goal,value
Okko Chronicles,Tabletop Games,Games,2017/10/24,successful,1714,France,230177.4,47179.83,1
GREEDY LOVE,Web,Technology,2017/10/17,failed,1,France,11.79,58974.78,1
Nouvelle marque de tee-shrits : modèles réalisés en France,Apparel,Fashion,2017/10/17,failed,2,France,68.41,4717.98,1
"Moea Swimwear, exclusive designs and eco-line",Apparel,Fashion,2017/10/17,canceled,0,France,0,5897.48,1
"PRINT'N FOG, PRINTABLE FOG MACHINE FOR TABLETOP GAMES",Tabletop Games,Games,2017/10/16,successful,67,France,2645.61,589.75,1
EQUISURE - the first connected alert system for horse riders,Technology,Technology,2017/10/10,failed,59,France,7665.54,58974.78,1
Enamel Pins Collections,Product Design,Design,2017/09/17,canceled,7,France,146.26,4717.98,1
"Zimpure 2, 3D Printing without toxic emissions",3D Printing,Technology,2017/10/25,successful,141,France,21537.59,11794.96,1
Aftermath,Mobile Games,Games,2017/10/16,failed,6,France,71.95,1769.24,1
Objets Decoratifs Parfumés,Design,Design,2017/10/16,failed,18,France,2394.38,17692.43,1
Promise Me A Land - A photography book,Fine Art,Photography,2017/10/11,successful,188,France,17491.92,11794.96,1
Premium Leather Jackets (M & W) Traceable and Unfalsifiable,Apparel,Fashion,2017/10/10,canceled,6,France,1719.7,29487.39,1
SKULL SODA mini EP digital + exclusive t-shirt,Indie Rock,Music,2017/10/10,successful,54,France,2174.99,1769.24,1
RealMYHA,Video Games,Games,2017/10/14,successful,210,France,7276.31,7076.97,1
Totm+Travl = Apple Watch Wooden Dock + Smart Power Bank,Product Design,Design,2017/10/12,successful,523,France,42524.36,17692.43,1
Clara and the imaginary lives,Documentary,Film & Video,2017/10/11,canceled,23,France,2465.15,9435.97,1
Esca'Pad in Madagascar,Children's Books,Publishing,2017/10/04,successful,210,France,13609.02,11794.96,1
"Origines RPG, dive in the roots of life existence",Video Games,Games,2017/09/13,failed,13,France,1622.99,53077.3,1
THINGS (Purchased With Funds Provided by ________________ ),Conceptual Art,Art,2017/10/17,successful,87,France,8651.87,3538.49,1
Black Goose | Watches for Gentlemen drivers,Product Design,Design,2017/10/12,successful,53,France,19551.32,17692.43,1
hoac shoes : the first loafers in the world to pop in pocket,Footwear,Fashion,2017/10/12,failed,115,France,4210.8,11794.96,1
Lucky Kitten Enamel Pin,Accessories,Fashion,2017/10/12,successful,20,France,355.03,271.28,1
The Great Map of Movieland,Graphic Design,Design,2017/10/12,successful,1393,France,70111.58,5897.48,1
Creation Restaurant : La cuisine authentique,Restaurants,Food,2017/10/11,failed,4,France,113.04,2330.81,1
The Ultimate Dress Shirt Tom and Jey & Million Dollar Collar,Fashion,Fashion,2017/10/11,successful,58,France,9421.14,9323.25,1
Hidden Love Letters,Video Games,Games,2017/10/10,successful,106,France,842.59,582.7,1
ANTIPOLLUTION MASKS | Join the Mask Generation,Wearables,Technology,2017/10/01,successful,202,France,18414.58,17481.09,1
IKUSGARRI,Accessories,Fashion,2017/10/17,failed,36,France,7656.72,29135.15,1
Grow anything with the Haut Potager Kitchen Garden Kit,Product Design,Design,2017/09/27,canceled,17,France,3223.51,11654.06,1
Full frame camera bag Kangourou FX Pro,Design,Design,2017/09/25,failed,58,France,4038.13,30883.26,1
Ovide : The new vegan ready to wear Fashion Brand,Ready-to-wear,Fashion,2017/10/18,failed,0,France,0,2913.52,1
"SudoKount puzzle grids booklet, challenge your brain!",Publishing,Publishing,2017/10/09,canceled,24,France,543.08,1166.57,1
Dracucat: The poker cards,Playing Cards,Games,2017/10/09,failed,22,France,531.43,1048.87,1
"FEU, Revue visuelle",Periodicals,Publishing,2017/10/09,successful,34,France,2158.33,1748.11,1
The essence of people : Vietnam,People,Photography,2017/09/24,canceled,1,France,40.79,5244.33,1
ITALIAN LUXURY SWEATERS MADE FROM VERY RARE GUANACO FIBRE,Apparel,Fashion,2017/09/09,failed,12,France,3062.69,20394.61,1
2018 Mr Cup Letterpress Calendar,Graphic Design,Design,2017/10/06,successful,384,France,27163.29,11654.06,1
THE WORLD'S FIRST WATERPROOF SCARF WITH MAGNETIC CLOSURE,Design,Design,2017/09/18,failed,7,France,471.99,15150.28,1
"Planet Kinbaku, The movie",Movie Theaters,Film & Video,2017/09/14,successful,51,France,12883.56,9323.25,1
Spooni : The fan-operated cooling spoon,Technology,Technology,2017/10/07,failed,18,France,2854.08,128194.67,1
OPHELIA court-métrage expérimental,Shorts,Film & Video,2017/10/05,successful,48,France,1974.31,1398.49,1
EMY : La rééducation périnéale à domicile,Technology,Technology,2017/10/03,successful,260,France,20660.32,17481.09,1
Une innovation au service des femmes,Jewelry,Fashion,2017/09/20,failed,18,France,2016.15,17481.09,1
Frenchie little pest enamel pins,Art,Art,2017/10/04,failed,3,France,62.95,582.85,1
Grinch Wazowski' Christmas Enamel Pin !,Accessories,Fashion,2017/10/04,successful,13,France,317.07,233.14,1
"Aizawa Yoshikazu - Proof Of Life ""Zine""",Zines,Publishing,2017/10/04,successful,253,France,10169.61,1748.56,1
Lovebox | A simple and generous way to send love messages,Product Design,Design,2017/10/04,successful,2881,France,315825.61,58285.25,1
HEY! ART MAG starts a SEASON #2,Periodicals,Publishing,2017/09/19,successful,389,France,36050.59,29142.62,1
Linocuts illustrations limited edition,Illustration,Art,2017/09/04,canceled,5,France,180.68,699.42,1
GRAN MEDITERRANEO: the Book,Architecture,Design,2017/09/04,successful,57,France,12882.21,11657.05,1
The Mind·Board,Web,Technology,2017/10/03,successful,100,France,5397.21,5245.67,1
Sunny,Software,Technology,2017/10/03,failed,0,France,0,582.85,1
Sustainable and Confortable Tee & Sweat by LEKOCON PARIS,Apparel,Fashion,2017/10/02,successful,40,France,8287,8159.93,1
Around The World Documentary,Documentary,Film & Video,2017/10/01,failed,74,France,4088.93,57119.54,1
Kwarn Armada Tactics,Video Games,Games,2017/09/27,canceled,9,France,250.63,9325.64,1
BEAUTIFUL PEOPLE : WHAT IS BEAUTY by perebisou,People,Photography,2017/09/17,failed,10,France,361.37,3497.11,1
ÉPOUVANTAILS : 28mm Figurines de jeux pour KINGS OF WAR,Tabletop Games,Games,2017/10/04,successful,35,France,1452.47,1165.7,1
ThirtyOne : le 1er vélo hybrid / the first hybrid Ebike,Product Design,Design,2017/10/02,successful,25,France,43738.42,5828.52,1
"""Protagonists of a History""",Shorts,Film & Video,2017/10/01,failed,2,France,23.31,51291.02,1
INFINE folding chair,Product Design,Design,2017/09/26,failed,7,France,1045.64,17485.57,1
Redefining Made in France luxury belts - Atelier Bertrand,Product Design,Design,2017/09/30,failed,29,France,3463.31,5828.52,1
Royaumes Magiques : Nains contre Gobelins,Tabletop Games,Games,2017/09/30,failed,29,France,737.89,1748.56,1
1000 Skateboard - 1000MORTEL Dude modèle du Alex Rétine,Art,Art,2017/09/30,successful,24,France,1402.34,1398.85,1
Domo Fils Pilote Wifi,DIY Electronics,Technology,2017/08/31,failed,9,France,540.89,5828.52,1
"ÛS EYEWEAR, sunglasses with a planet-first philosophy",Accessories,Fashion,2017/09/14,failed,2,France,122.4,34971.15,1
Modul concept,Architecture,Design,2017/08/30,canceled,0,France,0,17485.57,1
Couverture LoRa gratuite à Marseille pour domotique perso,DIY Electronics,Technology,2017/08/29,failed,0,France,0,1165.7,1
Les gourmandises de Marie & DiSturb skateboard museum,Food,Food,2017/09/27,successful,102,France,11904.38,11604.97,1
Coaching ou Coacheeng ?,Web,Technology,2017/09/27,failed,1,France,1.16,3481.49,1
MONTRE 24H MADE IN FRANCE,Accessories,Fashion,2017/09/22,successful,205,France,23682.26,11604.97,1
SPARK 2.0 | The ultimate earbuds accessory,Product Design,Design,2017/09/12,successful,303,France,11897.48,10444.47,1
Softer Shock,Makerspaces,Technology,2017/08/28,successful,36,France,3025.41,2901.24,1
Recueil collaboratif Les Contes du Troisième Oeil,Poetry,Publishing,2017/09/26,successful,16,France,580.25,580.25,1
Painted MonsterDice in limited Edition,Gaming Hardware,Games,2017/09/23,successful,349,France,12958.11,2901.24,1
Full frame Pro camera bag Kangourou FX290,Design,Design,2017/09/11,canceled,19,France,1410,32493.91,1
SOS JACK,Apps,Technology,2017/09/25,failed,5,France,1972.84,40617.38,1
Silent Pain Game - Jeu du Silence (english-français),Tabletop Games,Games,2017/09/05,canceled,0,France,0,580.25,1
site internet de commandes personnalisées basée sur l’art,Crafts,Crafts,2017/08/26,failed,0,France,0,69629.8,1
NOUVEL ALBUM DE ALL IN ALL,Music,Music,2017/09/24,failed,1,France,1.16,3945.69,1
Décors pour wargame en VRAIS 6mm - Front Ouest WWII,Tabletop Games,Games,2017/09/24,successful,32,France,865.73,382.96,1
kantoutacou le jeu cul-te,Playing Cards,Games,2017/09/20,successful,226,France,12280.02,9283.97,1
Rapide et Furieux,Video Games,Games,2017/09/23,failed,1,France,11.6,4641.99,1
The Ultimate Key Holder (stainless steel),Product Design,Design,2017/09/13,failed,11,France,227.46,2901.24,1
CASCADE LEATHER WALLET : Pay fast with style !,Product Design,Design,2017/09/07,successful,707,France,39970.99,23209.93,1
"Huggaby, bathtime's best gear!",Product Design,Design,2017/09/22,successful,55,France,11643.26,11604.97,1
Esprit Zin Cosmétiques Bio,Product Design,Design,2017/09/13,failed,34,France,1876.52,32493.91,1
Perle de Pluie - Tahitian Pearl and Precious Leather Jewelry,Jewelry,Fashion,2017/09/12,successful,11,France,1220.84,1160.5,1
STARGATE - Restauration du costume original de Zipacna,Science Fiction,Film & Video,2017/09/05,successful,41,France,1240.57,696.3,1
FindYourBeats,Music,Music,2017/08/23,failed,0,France,0,580.25,1
CINE ACTOR BLIND TEST,Movie Theaters,Film & Video,2017/08/23,failed,4,France,40.62,2320.99,1
Tokaido Collector - limited hidden copies,Tabletop Games,Games,2017/10/16,successful,216,France,47644.19,23209.93,1
Oriboard : The amazing origami multifunctional cutting board,Product Design,Design,2017/09/06,successful,676,France,26129.74,10444.47,1
"cVc, Casque de Vélo Connecté (Connected Bike Helmet)",Technology,Technology,2017/08/22,failed,0,France,0,580.25,1
Document Management Cloud System,Software,Technology,2017/08/22,failed,0,France,0,16042.71,1
"Box Set - ""12,000 Miniatures de Parfum"" book project.",Art Books,Publishing,2017/09/20,successful,38,France,2900.13,2363.59,1
Winy Nutz,Video Games,Games,2017/09/20,failed,1,France,26,11817.96,1
No Way Out,Science Fiction,Film & Video,2017/09/18,successful,71,France,5920.8,5908.98,1
Lord Henry: customizable Watches with a new kind of strap,Product Design,Design,2017/09/12,successful,126,France,29990.43,23635.91,1
An Open World,Photobooks,Photography,2017/09/18,failed,6,France,531.81,2363.59,1
Nuka Gangs : An Action-RPG-Strategy-Roguelike,Video Games,Games,2017/09/18,failed,10,France,216.27,2363.59,1
Thug Life,Video Games,Games,2017/09/18,failed,2,France,43.73,11817.96,1
Carbon Skull - Carbon Fiber Customisable Fidget Spinner,Design,Design,2017/09/17,successful,20,France,2368.32,2362.41,1
VingWe a Free Dating application,Apps,Technology,2017/09/16,failed,0,France,0,11817.96,1
Dark Devotion: A gloomy indie Roguelike - RPG,Video Games,Games,2017/09/11,successful,1563,France,37576.37,23635.91,1
DamyWay POWER TEKSUIT™,Wearables,Technology,2017/09/11,canceled,5,France,622.81,17726.93,1
Alkemy Blitz starter box,Tabletop Games,Games,2017/09/25,successful,220,France,18269.38,14181.55,1
Faim Magazine - Issue 1,Periodicals,Publishing,2017/09/13,successful,172,France,11091.15,10636.16,1
Wayne Watches - Social Business - Affordable Watches,Accessories,Fashion,2017/09/11,failed,74,France,12297.77,29544.89,1
L'ACCENT DU NORD,Web,Journalism,2017/08/16,canceled,5,France,242.27,590897.81,1
Charpentier à la mer !,Woodworking,Crafts,2017/09/30,failed,3,France,26,236.36,1
Fashion and Ropes : A collaborative calendar,Calendars,Publishing,2017/09/14,failed,29,France,1620.24,5908.98,1
Everlasting: the Best Wet Palette for miniature painting,Tabletop Games,Games,2017/09/19,successful,7747,France,319373.9,44287.5,1
Les Grands Lacs - The Great Lakes,Documentary,Film & Video,2017/09/07,successful,55,France,4732.27,4724,1
Beautiful Travel photography book,Photobooks,Photography,2017/08/14,canceled,1,France,11.81,11810,1
YOLAND,Product Design,Design,2017/09/12,failed,38,France,2096.28,5905,1
THE FULL ASCII ALPHABET,Graphic Design,Design,2017/09/07,failed,18,France,969.6,2362,1
Financez mon projet de plateforme collaborative!,Web,Technology,2017/09/21,successful,29,France,2362,2362,1
(Réseau social) Flups - Application Android et iOS,Apps,Technology,2017/09/11,failed,1,France,11.81,1771.5,1
Sur les traces,Publishing,Publishing,2017/09/11,failed,3,France,60.23,11810,1
Qwest TV: Quincy Jones' new video-streaming service for jazz,Jazz,Music,2017/09/06,successful,1013,France,168359.57,88575.01,1
Ekimana - Sustainable table ware & deco collection,Crafts,Crafts,2017/09/11,canceled,18,France,2417.51,15353,1
LMP : For Christmas Light up your home with our unique lamps,Gadgets,Technology,2017/09/08,failed,4,France,121.64,1181,1
UMA OATH urban athleisure,Ready-to-wear,Fashion,2017/08/29,failed,22,France,2357.28,47240,1
Champions of Megara Digital Collectible Card Game,Video Games,Games,2017/09/07,canceled,14,France,3395.38,59050,1
"PLD/HL2 Panorama: Sigfox, LoRaWAN IoT device + SaaS platform",DIY Electronics,Technology,2017/09/07,failed,9,France,6443.54,11810,1
LINIA: Custom Playing Cards,Playing Cards,Games,2017/09/07,successful,125,France,3396.56,1181,1
Les recettes de Mamie Elisabeth,Publishing,Publishing,2017/08/31,failed,11,France,427.52,4133.5,1
Court Métrage 1ère Guerre Mondiale,Shorts,Film & Video,2017/08/23,failed,4,France,147.63,354.3,1
"Eco-Viva, ecological quality of life, bio food, aquaponics",Farms,Food,2017/08/08,failed,1,France,1.18,118100.01,1
L'indispensoie,Apparel,Fashion,2017/08/08,failed,14,France,1788.03,29879.3,1
Trrade,Web,Technology,2017/08/08,failed,0,France,0,590500.04,1
RGSP Magazine Vol.1,Zines,Publishing,2017/09/06,canceled,18,France,710.61,3570.63,1
REVIVE,Technology,Technology,2017/09/06,failed,1,France,23.41,58534.99,1
Handbook: Dream Garden For Busy People,DIY,Crafts,2017/08/07,failed,4,France,46.83,1170.7,1
"Legacy of Aaron, Book one",Fiction,Publishing,2017/09/05,canceled,20,France,1040.75,11707,1
Champions of Megara digital CCG,Video Games,Games,2017/09/01,canceled,9,France,492.86,117069.97,1
Green Futuristic Food trucks,Food Trucks,Food,2017/09/04,failed,1,France,23.41,17560.5,1
Melodias,Music,Music,2017/08/24,failed,1,France,23.41,1756.05,1
Visual artist moving to Rennes for artist residency,Installations,Art,2017/08/19,successful,15,France,838.22,702.42,1
I@WEB VOTRE LOGO PERSONNEL EN MOINS DE 2 MINUTES,Interactive Design,Design,2017/08/19,failed,0,France,0,14048.4,1
VR Flight Simulator - PlayStation 4 PSVR,Video Games,Games,2017/08/31,canceled,22,France,687.2,5619.36,1
The Bow-ties Atelier Cerbu,Accessories,Fashion,2017/08/03,failed,1,France,64.39,10536.3,1
The Old World,Film & Video,Film & Video,2017/09/08,canceled,10,France,168.58,5942.47,1
Arduino compatible high precision frequency counter,DIY Electronics,Technology,2017/09/01,canceled,8,France,540.86,7726.62,1
Map of Words,Graphic Design,Design,2017/09/15,failed,3,France,184.97,1170.7,1
The Big Pamphlet,Animation,Film & Video,2017/09/10,failed,0,France,0,4682.8,1
"""La psychanalyse du feu""",Art,Art,2017/08/31,successful,36,France,4179.4,3512.1,1
Hannibal: CRACK!,Comedy,Film & Video,2017/08/28,successful,270,France,12932.13,11707,1
LES FILS DU PUC,People,Photography,2017/08/24,failed,9,France,296.19,2926.75,1
Star Wars Knights of the Fallen Empire II: l'Union Obscure,Fantasy,Film & Video,2017/08/21,failed,3,France,93.66,3512.1,1
MEMETATOR - MEME DISPENSER,Digital Art,Art,2017/08/01,failed,2,France,23.41,17560.5,1
"Feeed cryptocurency, fair way to crowdfund on startups",Apps,Technology,2017/08/30,failed,2,France,212.51,23611.91,1
Skywanderers,Video Games,Games,2017/08/30,successful,1294,France,51677.98,17708.94,1
Mathilde & Bastien in Mont de Marsan : Translated to English,Webcomics,Comics,2017/08/24,failed,13,France,590.3,1062.54,1
Outlaws: Last Man Standing,Tabletop Games,Games,2017/09/07,successful,1231,France,36026.47,2951.49,1
Le piano Phoenix: Prestige at hand,Sound,Technology,2017/08/29,failed,17,France,1965.69,59029.79,1
Album New school,Hip-Hop,Music,2017/08/29,failed,0,France,0,6493.28,1
Only One Winner,Playing Cards,Games,2017/08/28,failed,13,France,299.87,14757.45,1
Mechanical Phoenix,Product Design,Design,2017/08/28,failed,3,France,8.26,4722.38,1
SPLIT Wallet - Push and see your cards appear in cascade.,Product Design,Design,2017/08/22,successful,71,France,1944.44,1180.6,1
Bring back three French craft ciders,Drinks,Food,2017/08/24,canceled,12,France,1675.27,9444.77,1
WriteUP,Publishing,Publishing,2017/08/24,failed,2,France,41.32,17708.94,1
Muonium,Technology,Technology,2017/07/25,successful,8,France,11807.14,11805.96,1
TWIN SHIFT,Hardware,Technology,2017/08/08,failed,2,France,72.96,53824.53,1
Blotter is Art - Van Gogh Tribute Blotters,Illustration,Art,2017/08/21,failed,0,France,0,1196.1,1
MineFight (FR),Video Games,Games,2017/08/19,failed,2,France,29.9,598.05,1
Spirale : The Levitating Candle,Product Design,Design,2017/08/18,canceled,96,France,11813.89,11961.01,1
ULTRA COMPACT AND FOLDABLE BABY SLEEPING BAGS!,Product Design,Design,2017/08/08,successful,54,France,13179.83,13157.11,1
"Le design graphique, quand on y connaît rien.",Graphic Design,Design,2017/09/01,successful,37,France,1088.45,633.93,1
My Job,Apps,Technology,2017/08/17,failed,0,France,0,5980.5,1
Eeears,Product Design,Design,2017/08/14,successful,5052,France,153110.46,17941.51,1
"AXIOM ""26"" BLEU HORIZON Automatic Watch",Product Design,Design,2017/08/25,successful,62,France,24987.14,2332.79,1
Moovy : Built-in Solar + Battery Backpack & Shoulder Bag,Wearables,Technology,2017/08/08,successful,405,France,126274.19,23926.02,1
Renovate old outbuilding for an Art Workshop studio,Art,Art,2017/08/08,failed,10,France,967.81,101685.59,1
Let's improve MR-CUP.COM . your source of inspiration,Graphic Design,Design,2017/08/07,successful,101,France,9729.52,9570.41,1
Win-wards.com,Games,Games,2017/07/13,failed,1,France,25.12,9570.41,1
THE SACRED DIARY,Web,Technology,2017/08/25,failed,2,France,5.98,269.17,1
Adjustable shoes for growing babies,Fashion,Fashion,2017/08/16,failed,17,France,998.91,17944.52,1
Masala Chai,Drinks,Food,2017/07/26,failed,1,France,71.78,23926.02,1
GamingSins FR,Webseries,Film & Video,2017/07/11,failed,0,France,0,239.26,1
Napoléon et le leadership,Academic,Publishing,2017/07/11,failed,5,France,339.75,11963.01,1
BlackRoom,Apps,Technology,2017/08/06,failed,4,France,1324.18,12059.96,1
"Skate Art - Art, Illustration, Design & Broken Boards",Art Books,Publishing,2017/07/24,successful,147,France,11236.27,9647.97,1
"The Props of Nyarlathotep, New York and Kenya",Games,Games,2017/08/17,successful,63,France,21750.14,6029.98,1
ZOYE's new collection & Who's Next's event,Accessories,Fashion,2017/08/01,successful,53,France,5167.69,4823.98,1
The Ghost Planet - A gamebook where YOU are the hero (EN/FR),Games,Games,2017/07/22,successful,26,France,630.74,482.4,1
The Tale of Rimco,Video Games,Games,2017/07/07,failed,9,France,495.66,6029.98,1
