name,category,subCategory,launched,deadline,result,backers,country,pledged,goal
Gigantic Ocean Water Filter Project,Product Design,Design,2017/07/06,2017-08-15,canceled,7,GB,115.57,38623.46
Classic watch designed for career people,Design,Design,2017/07/06,2017-08-15,canceled,25,US,4995,50000
ZeusUniverse | Music and Leadership - New Single,Music,Music,2017/07/06,2017-08-15,canceled,7,US,780,4000
Croydon Clothing Project - Reignite Quality Simple Clothing,Apparel,Fashion,2017/07/06,2017-08-15,failed,1,GB,28.32,2574.9
LULLEEP - Smart Mask : Energize your day,Wearables,Technology,2017/07/06,2017-08-15,failed,14,US,1452,10000
The Cereal Box: a cereal and milk bar with collectible toys,Restaurants,Food,2017/07/06,2017-08-15,failed,50,US,2903,35000
"Bhumi B. Patel presents ""Black Holes""",Dance,Dance,2017/07/06,2017-08-13,successful,26,US,1261,1200
GRACE,Drama,Film & Video,2017/07/06,2017-08-12,successful,21,GB,2457.74,1931.17
"Eight-Bit Magazine 4 (Amstrad, Atari, Commodore, Spectrum)",Publishing,Publishing,2017/07/06,2017-08-11,successful,222,IE,3517.73,235.3
Who Does That?,Playing Cards,Games,2017/07/06,2017-08-10,failed,4,US,260,13500
One Line One World #1line1world #1face1race,Illustration,Art,2017/07/06,2017-08-10,failed,18,US,395,2250
The Whitestone Bridge,Film & Video,Film & Video,2017/07/06,2017-08-10,failed,2,US,10010,85000
Zense Cube - handmade wooden anti-stress Cube in your pocket,Product Design,Design,2017/07/06,2017-08-10,failed,11,MX,297.8,15837.73
Pics for Earth,Journalism,Journalism,2017/07/06,2017-08-10,canceled,0,FR,0,16470.98
Blaster Boards,Product Design,Design,2017/07/06,2017-08-09,successful,168,US,26086.14,10000
UFOs and ET Contact: Publish New Book and Spread Worldwide,Nonfiction,Publishing,2017/07/06,2017-08-09,successful,119,US,11340,8000
Neon City Riders: A Cyberpunk Turf Wars Action Adventure,Video Games,Games,2017/07/06,2017-08-08,successful,369,MX,12544.6,8335.65
THE ENDLESS METAL DICE (RELAUNCH),Tabletop Games,Games,2017/07/06,2017-08-08,successful,1135,US,30006,5000
"2018 Calendar, homemade soap photography and recipes.",Photography,Photography,2017/07/06,2017-08-08,failed,10,US,325,2000
Simpo Chopsticks,Product Design,Design,2017/07/06,2017-08-07,successful,258,CA,4811.2,2359.97
dog-agog® leash/collar combination,Product Design,Design,2017/07/06,2017-08-07,canceled,54,US,4988,25000
"Hope Hymns, Volume III",Indie Rock,Music,2017/07/06,2017-08-07,successful,304,US,22180,15500
Gemini GT: Modular Solo/Tandem Hybrid Kayak,Product Design,Design,2017/07/06,2017-08-07,failed,30,US,16803,35000
The Ozark Trail: Images of Missouri's Longest Hiking Trail,Nature,Photography,2017/07/06,2017-08-06,successful,137,US,14541,14000
Alanced - Future of Freelancing,Web,Technology,2017/07/06,2017-08-05,failed,0,GB,0,10383.41
House of Ashes,Publishing,Publishing,2017/07/06,2017-08-05,failed,0,US,0,20
"Illustrations for My Loving World, Children's Picture Book",Publishing,Publishing,2017/07/06,2017-08-05,successful,12,US,800,600
Pepper and Carrot Board Game,Tabletop Games,Games,2017/07/06,2017-08-05,successful,560,CA,29166.14,19666.46
Gerbil: The Open upgrade for your K40 Laser,Fabrication Tools,Technology,2017/07/06,2017-08-05,successful,168,AU,17359.05,15726.98
I Survived I Kissed Dating Goodbye,Documentary,Film & Video,2017/07/06,2017-08-05,successful,412,CA,43610.42,38546.26
ORION360: World's First Gesture controlled music system,Sound,Technology,2017/07/06,2017-08-05,canceled,88,AU,12125.5,11795.23
Gaslight Victorian Fantasy 3e for Savage Worlds,Tabletop Games,Games,2017/07/06,2017-08-05,successful,145,US,2559,1000
"S.A.S.S. (Smorrebrod, Asian, Sashimi and Soup) Cookbook",Cookbooks,Food,2017/07/06,2017-08-05,failed,0,US,0,3500
Sounds of The City Vol. 1,Hip-Hop,Music,2017/07/06,2017-08-05,failed,15,US,570,1250
The Tomb of Nahtaivel - a Burning Man Honorarium Project,Sculpture,Art,2017/07/06,2017-08-05,successful,259,US,20578,20000
Sustainable & Eco Bridal Fashion Label Seeks StartUp Backers,Fashion,Fashion,2017/07/06,2017-08-05,successful,19,GB,648.96,648.96
Sync or Salvation,Comic Books,Comics,2017/07/06,2017-08-05,canceled,0,US,0,750
Magnetic Inspiration for Fertility Support-Posters & Magnets,Graphic Design,Design,2017/07/06,2017-08-05,canceled,0,US,0,2800
Thai Girl Trekking,Nonfiction,Publishing,2017/07/06,2017-08-05,failed,7,US,2370,3000
Max the Demon vs Entropy of Doom,Graphic Novels,Comics,2017/07/06,2017-08-05,successful,565,US,29114,25000
Trey & Bri youtube channel,Film & Video,Film & Video,2017/07/06,2017-08-05,failed,1,US,20,1000
Use Your Lands! Public Lands Photography Exhibit,Photography,Photography,2017/07/06,2017-08-05,failed,2,US,27,5000
All Metal KeyCap [A.M.K.],Product Design,Design,2017/07/06,2017-08-05,successful,76,BE,5135.41,1647.1
Publishing website,Art Books,Publishing,2017/07/06,2017-08-05,failed,1,US,5,25000
Virtual Book Tour: Jupiter's Amulet & the WONDERERS,Young Adult,Publishing,2017/07/06,2017-08-05,failed,0,US,0,2000
Mini Monster Enamel Pins,Art,Art,2017/07/06,2017-08-05,successful,11,US,850,600
Greatest YouTube channel yet to be made.,Video,Journalism,2017/07/06,2017-08-05,failed,1,US,5,2300
Ultra High Performance 3D FDM Printing System,3D Printing,Technology,2017/07/06,2017-08-05,failed,19,FR,2423.59,18823.97
DAVOSS-Watches | est. 2017,Design,Design,2017/07/06,2017-08-05,canceled,8,DE,507.07,21176.97
Trash Pandas - the card game.,Tabletop Games,Games,2017/07/06,2017-08-05,suspended,683,US,13612,200
Borgo. Inspiration and hope through the unity of music.,R&B,Music,2017/07/06,2017-08-05,successful,106,US,17373.45,16500
The Best Film Ever Made...,Narrative Film,Film & Video,2017/07/06,2017-08-05,successful,13,US,7500,7500
Happy Rainbow Cloud Enamel Pin,Accessories,Fashion,2017/07/06,2017-08-05,successful,33,GB,445.19,279.05
La Sorgente: Arias Inspired by Pope John Paul II,Classical Music,Music,2017/07/06,2017-08-05,canceled,12,US,1586,60000
A Multi-Function LED Safety Product that Saves Lives!,Technology,Technology,2017/07/06,2017-08-05,canceled,8,US,514,15000
Chronicles of Darkness: Dark Eras 2,Tabletop Games,Games,2017/07/06,2017-08-05,successful,1037,US,60593,40000
PureBloodlines Issue 1# 28 page comic book.,Comic Books,Comics,2017/07/06,2017-08-05,failed,9,GB,96.05,648.96
Scribble Portraits,Illustration,Art,2017/07/06,2017-08-05,successful,13,NZ,404.34,364.27
BARPIG - The Adventure Party Game,Games,Games,2017/07/06,2017-08-05,successful,354,NL,13670.91,3529.49
Realm Warfare,Tabletop Games,Games,2017/07/06,2017-08-05,failed,17,US,1013,50000
Geneva Dice - Fidget Spinner,Product Design,Design,2017/07/06,2017-08-05,successful,20,US,1019,1000
More Enamel Pins by Skulldog,Mixed Media,Art,2017/07/06,2017-08-05,failed,29,US,690,800
Traveller RPG: The Great Rift & Deep Space Exploration,Tabletop Games,Games,2017/07/06,2017-08-05,successful,1130,GB,147680.61,12979.26
Lil' Piggies: The Fairy Tale Card Game That's a Perfect 10,Playing Cards,Games,2017/07/06,2017-08-05,successful,129,US,6360,5000
"Son Goku; ""t r a n s c e n d""",Footwear,Fashion,2017/07/06,2017-08-05,failed,4,US,510,15000
BuzzBox: Advanced Beehive Sensor & Smartphone App,Hardware,Technology,2017/07/06,2017-08-05,successful,229,US,35146,20000
United Planet Fundraiser,Academic,Publishing,2017/07/06,2017-08-05,failed,1,US,22,1000
ZeroD20 Podcasts,Radio & Podcasts,Publishing,2017/07/06,2017-08-05,successful,42,CA,1683.45,786.66
Rock Rebel Magazine needs your help!,Web,Journalism,2017/07/06,2017-08-05,successful,99,IT,3903.62,1764.75
Edge of Destruction,Video Games,Games,2017/07/06,2017-08-05,canceled,340,GB,16359.06,45427.41
Build World's largest travelers community,Web,Technology,2017/07/06,2017-08-05,failed,1,IT,25.88,1176.5
New Dawn Theater Urgent Fundraiser,Theater,Theater,2017/07/06,2017-08-05,failed,17,US,1985,15000
All The Pardons Phone App,Apps,Technology,2017/07/06,2017-08-05,failed,34,US,1665,12000
Lacey & Lily #1 and 2 - a girl and her dog saving the world,Comic Books,Comics,2017/07/06,2017-08-05,failed,53,US,1345,2700
Rum Row 1-2,Comic Books,Comics,2017/07/06,2017-08-05,successful,285,US,5020,5000
The Awakened | Book 7,Fiction,Publishing,2017/07/06,2017-08-05,successful,166,US,10336,9500
HER Zine Issue 2: Cambodian Girls Take Action,Zines,Publishing,2017/07/06,2017-08-05,successful,35,US,7573,6000
Cannabis Challenge Coin,Product Design,Design,2017/07/06,2017-08-05,failed,40,US,590,1500
flick it ROCKET,Tabletop Games,Games,2017/07/06,2017-08-05,canceled,0,GB,0,648.96
Enchanted Fiore - Luxury Preserved Floral Arrangements,Product Design,Design,2017/07/06,2017-08-05,failed,0,SG,0,14658.46
DaVinci- The First Automatic watch by Da Vinci's sketching,Product Design,Design,2017/07/06,2017-08-05,successful,18,HK,8952.44,8952.44
"DaKineQ ~ Texas BBQ, Burgers and Tacos on the Kona coast",Food Trucks,Food,2017/07/06,2017-08-05,failed,24,US,7105,50000
Rise of Man,Video Games,Games,2017/07/06,2017-08-05,canceled,38,ES,1283.56,52942.42
YOUR INDEPENDENT RADIO STATION Anywhere in the United States,Music,Music,2017/07/06,2017-08-05,failed,3,US,92,4000
The Brominocs on Tour - storytellers for children,Theater,Theater,2017/07/06,2017-08-05,failed,3,DE,114.12,1764.75
DRUG PARTY: THE MUSICAL,Narrative Film,Film & Video,2017/07/06,2017-08-05,failed,27,US,1725,10000
"""Hopeless"" Enamel Pin Collection",Crafts,Crafts,2017/07/06,2017-08-05,successful,26,US,578,350
Wanderlust Catamaran Video Travel/Charter the Caribbean,Documentary,Film & Video,2017/07/06,2017-08-05,failed,0,US,0,2500
Writer needs help with funding a book. An editor's fee,Fiction,Publishing,2017/07/06,2017-08-05,failed,0,DK,0,601.14
"Anywhere, anytime!!!",Technology,Technology,2017/07/06,2017-08-05,failed,0,US,0,15000
Ambassadors of Love First Studio Album!,Rock,Music,2017/07/06,2017-08-05,canceled,1,US,50,15000
MozziZapa Lantern: Mosquito and Moth's worst Nightmare.,Technology,Technology,2017/07/06,2017-08-05,suspended,19,AU,826.45,11795.23
Social Media - Dating Site - MBTI and Astrology Based,Web,Technology,2017/07/06,2017-08-05,failed,1,US,22,10000
High End Foot Stand,Product Design,Design,2017/07/06,2017-08-05,failed,1,US,22,10000
Hungry Cave First Record,Rock,Music,2017/07/06,2017-08-05,failed,1,MX,5.56,3334.26
Seoul Fried Chicken (Dakgangjeong),Food,Food,2017/07/06,2017-08-05,failed,7,US,28,10000
Uniquie Clean Burning Candles,Candles,Crafts,2017/07/06,2017-08-05,failed,1,US,22,7500
Vintage Inspired Devil Sign Screen Printed On Wood,Art,Art,2017/07/06,2017-08-05,failed,9,US,337,1500
United Church of the Free Worlds,Web,Technology,2017/07/06,2017-08-05,failed,1,US,22,1000
Mum Bum,Apparel,Fashion,2017/07/06,2017-08-05,failed,3,AU,111.66,7863.49
Wizard Academy & Tournament 2017,Immersive,Theater,2017/07/06,2017-08-05,failed,1,US,22,1000
SCS JellyKnife,Food,Food,2017/07/06,2017-08-05,failed,4,US,201,11500
Lokt System Diorama Walls Castle/Dungeon Builder,Product Design,Design,2017/07/06,2017-08-05,failed,8,US,780,50000
"Latest multifunction Kitchen cutter, best kitchen knife tool",Product Design,Design,2017/07/06,2017-08-05,failed,18,HK,459.9,5115.68
Creature Feature Enamel Pin Pairs,Accessories,Fashion,2017/07/06,2017-08-05,successful,88,US,2349,1500
Fight Girl Fight,Art,Art,2017/07/06,2017-08-05,failed,2,US,47,5000
Red Violin Watch,Product Design,Design,2017/07/06,2017-08-05,successful,115,HK,9670.68,1278.92
Victoria Van Arnam's Solo Album,World Music,Music,2017/07/06,2017-08-05,successful,43,US,2025,1500
Let It Flo - Let it Flo,Apparel,Fashion,2017/07/06,2017-08-05,failed,3,US,82,7500
Galaxy Ties | Creative Ties Designed to Be Remarkable,Accessories,Fashion,2017/07/06,2017-08-05,successful,481,US,24311,1500
Oaxaca en Monterrey!,Restaurants,Food,2017/07/06,2017-08-05,failed,0,MX,0,2778.55
Safely dead co.,Apparel,Fashion,2017/07/06,2017-08-05,failed,4,US,72,1000
FitQuest,Games,Games,2017/07/06,2017-08-05,failed,31,US,4700,50000
Greeting Cards for Hard Working Helping Professionals,Illustration,Art,2017/07/06,2017-08-05,failed,6,AU,192.66,4324.92
Squirrel Springer! Protect Your Bird Feeders!,DIY,Crafts,2017/07/06,2017-08-05,canceled,1,US,22,6000
Bliss Box Funding,Accessories,Fashion,2017/07/06,2017-08-05,failed,1,US,13,1000
PDG Dances in Taiwan,Residencies,Dance,2017/07/06,2017-08-05,successful,67,US,6000,5000
The Last Evaluation,Nonfiction,Publishing,2017/07/06,2017-08-05,failed,2,US,130,8000
"Mark Gibson Band ""Live From Soul City""",R&B,Music,2017/07/06,2017-08-05,successful,40,US,6434,5500
Sports podcast,Audio,Journalism,2017/07/06,2017-08-05,failed,0,CA,0,196.66
"""Between the Dusk of a Summer Night"" by Sebastian Zawadzki",Classical Music,Music,2017/07/06,2017-08-05,failed,9,DK,289.5,3163.91
Kitsuneko Crafts Pins,Accessories,Fashion,2017/07/06,2017-08-05,failed,1,US,20,550
Sentinels: The Art of Chris Kohler,Illustration,Art,2017/07/06,2017-08-05,successful,16,US,997,200
Find Chaffy Vinyl Figures,Mixed Media,Art,2017/07/06,2017-08-04,successful,669,GB,27076.38,11173.92
La Cosa Nostra – Guns For Hire,Tabletop Games,Games,2017/07/06,2017-08-04,successful,717,DE,23145.03,2967.01
Zombie Babies - A character building card and dice game,Tabletop Games,Games,2017/07/06,2017-08-04,failed,51,GB,2140.13,8544.76
3D Playing Cards - Dinosaurs,Playing Cards,Games,2017/07/06,2017-08-03,failed,104,US,4161,8000
Kujo Yardwear - The first shoe ever created for yard work,Footwear,Fashion,2017/07/06,2017-08-03,successful,345,US,43203.1,40000
Stranger Art,Mixed Media,Art,2017/07/06,2017-08-01,failed,31,US,1772,8250
FITCAZE | The iPhone case that does MORE.,Technology,Technology,2017/07/06,2017-08-01,failed,360,FR,29496.8,41538.1
Kickstarter Gold: Art for Dark Times,Graphic Design,Design,2017/07/06,2017-08-01,successful,279,US,12341,6950
BRING ART TO GULSKOLEN // Artist residency in the Arctics,Art,Art,2017/07/06,2017-08-01,failed,78,NO,10280.16,38031.01
FMIX,Academic,Publishing,2017/07/06,2017-07-31,successful,57,US,2137,1700
MICO the NEW way to make delicious microwave meals,Technology,Technology,2017/07/06,2017-07-31,canceled,23,US,1165,15000
Wildlife Inspired T-Shirts; Help Me To Help Wildlife,Apparel,Fashion,2017/07/06,2017-07-31,failed,1,GB,19.72,262.92
BALLS:1973's infamous Battle of the Sexes comes to the stage,Theater,Theater,2017/07/06,2017-07-31,successful,115,US,13233,12000
Habitats 2nd edition,Tabletop Games,Games,2017/07/06,2017-07-31,successful,566,NL,31520.29,9494.42
Agent F London Florist Community Cutting Garden,Design,Design,2017/07/06,2017-07-31,failed,4,GB,78.87,16432.23
Miss Ethnic Non-Specific,Theater,Theater,2017/07/06,2017-07-31,successful,108,US,6289,3000
H. Perle Silver Bangles,Jewelry,Fashion,2017/07/06,2017-07-31,failed,0,US,0,100
makeAPP,Apps,Technology,2017/07/06,2017-07-31,failed,0,US,0,10000
Taft Sturgeon,Comic Books,Comics,2017/07/06,2017-07-30,successful,103,US,4063,4000
FAN ART: Outside the Box,Illustration,Art,2017/07/06,2017-07-29,successful,17,US,608,500
"""Tender"" Short Film",Drama,Film & Video,2017/07/06,2017-07-29,successful,31,US,2665,2500
Be You-ti-ful w/LadySyl,Television,Film & Video,2017/07/06,2017-07-29,failed,0,US,0,20000
Believe (short film),Film & Video,Film & Video,2017/07/06,2017-07-29,failed,4,US,173,4000
Award winning school supply company growing!,Stationery,Crafts,2017/07/06,2017-07-28,failed,6,US,210,3000
MOBSTOCK 2017,Music,Music,2017/07/06,2017-07-28,successful,15,GB,196.43,104.76
"The world's first, fastest & coolest always-in-focus lens",Technology,Technology,2017/07/06,2017-07-28,successful,286,US,69988,30000
ALL SYSTEMS GO - Iowa/Hungary Percussion Project Debut CD,Music,Music,2017/07/06,2017-07-28,successful,13,US,296,1
Steven Universe Pride Enamel Pins,Art,Art,2017/07/06,2017-07-27,successful,18,US,543,500
"Rock, Paper, Scissors, BOOM! The fun remade as a card game.",Tabletop Games,Games,2017/07/06,2017-07-27,canceled,2,US,36,1000
Chanel & Calista 'From London to LA - the Living Room Tour',Music,Music,2017/07/06,2017-07-27,successful,41,US,2615,2000
MORTAL - A Short Film,Drama,Film & Video,2017/07/06,2017-07-27,successful,8,GB,229.16,196.43
Lloyd Hamilton - silent comedian,Comedy,Film & Video,2017/07/06,2017-07-27,successful,138,GB,5342.76,3928.5
The Black Deception,Publishing,Publishing,2017/07/06,2017-07-27,failed,6,US,325,20000
Starship Congress 2017 w/ Special Guest Miguel Alcubierre,Space Exploration,Technology,2017/07/06,2017-07-27,successful,143,US,16431,15000
Stargate Atlantis Graphic Novel,Graphic Novels,Comics,2017/07/06,2017-07-27,successful,86,US,4563,1500
NOTO NINJA - A GAME CHANGER FOR CREATIVES,Product Design,Design,2017/07/06,2017-07-26,failed,16,DE,577.07,4926.17
"Sterling Silver Belt Buckles, Cuff Links, and Jewelry",Crafts,Crafts,2017/07/06,2017-07-26,canceled,0,US,0,3000
Animal/Pet Photography,Animals,Photography,2017/07/06,2017-07-26,failed,1,IE,5.86,351.87
Dungeon Crawl Classics Scratch-Off Character Sheets,Tabletop Games,Games,2017/07/06,2017-07-26,successful,593,US,26296,5000
Wyrd T-shirt,Fashion,Fashion,2017/07/06,2017-07-26,failed,9,US,207,300
Fortune Flosser,Design,Design,2017/07/06,2017-07-26,failed,2,US,37,5000
Charmed House hard enamel pin,Design,Design,2017/07/06,2017-07-26,successful,18,GB,252.73,248.81
HOT ORANGE: The 3D Printing Pen that Fits Your Hand,Technology,Technology,2017/07/06,2017-07-25,failed,47,NL,2845.45,111425.19
after the fire,Film & Video,Film & Video,2017/07/06,2017-07-23,failed,2,GB,144.05,39285.01
"Help In Supporting "" The Plug Tour "" Urban Hip-Hop",Music,Music,2017/07/06,2017-07-23,failed,1,US,22,1500
Palki: A Cinematic Stage Drama,Plays,Theater,2017/07/06,2017-07-22,failed,7,US,275,3500
Iwaoi Enamel Pins,Accessories,Fashion,2017/07/06,2017-07-21,failed,1,CA,24.61,555.73
Scatter Joy - Art Abandonment Project To Promote Love,Public Art,Art,2017/07/06,2017-07-20,failed,2,US,30,500
Kitchen Assistant,Software,Technology,2017/07/06,2017-07-20,failed,9,US,875,30000
Agent Robert Bassett: Accepting Commonology,Fiction,Publishing,2017/07/06,2017-07-19,failed,0,US,0,5500
Reserva tu cancha,Web,Technology,2017/07/06,2017-07-16,failed,0,CH,0,6320.85
Notebook: Sword of Power,Design,Design,2017/07/06,2017-07-16,canceled,0,ES,0,2328.4
I purged lapel pin,Accessories,Fashion,2017/07/06,2017-07-16,successful,6,US,158,150
"""The Great Chicago Fire"" - a short comedy about heartbreak",Narrative Film,Film & Video,2017/07/06,2017-07-15,successful,26,US,1605,1500
West Highland Way,Photobooks,Photography,2017/07/06,2017-07-12,failed,4,NL,82.19,1769.33
Ladder In The Bag®,Design,Design,2017/07/05,2017-09-03,failed,7,US,2278,750000
WorkFix... Una APP de servicios confiables por GPS. Reliable,Apps,Technology,2017/07/05,2017-09-03,successful,47,MX,2848.58,2825.98
"Clout, Social Shopping with friends.",Apps,Technology,2017/07/05,2017-09-03,canceled,0,US,0,10000
ECOclubcleaner,DIY Electronics,Technology,2017/07/05,2017-09-03,failed,2,ES,44.62,241199.24
Un piano : 150 Pas,Performances,Dance,2017/07/05,2017-09-03,successful,31,CA,1274.1,1241
DNAid: Diagnóstico molecular de enfermedades en plantas,Technology,Technology,2017/07/05,2017-09-03,failed,1,MX,5.65,565.2
Make the Earth a Sandwich,Documentary,Film & Video,2017/07/05,2017-09-03,failed,2,US,15,5000
WORLD LAND RECORD (Enthusiast Driving Monitoring App),Apps,Technology,2017/07/05,2017-09-03,failed,0,CA,0,16546.7
"Lisa Lynn Morgan ""Unearthing"" EP Studio Project",Country & Folk,Music,2017/07/05,2017-09-03,failed,9,US,1125,5000
The book of Life,Art Books,Publishing,2017/07/05,2017-09-03,failed,0,MX,0,565195.27
Paris Rooftops - a video diary,Art,Art,2017/07/05,2017-09-03,canceled,0,US,0,100
Solid Chain Guide for (downhill) Mountainbike - by Slottje,Hardware,Technology,2017/07/05,2017-09-03,failed,6,NL,410.04,9044.97
Peanut-free Non-GMO tasty baru butter,Food,Food,2017/07/05,2017-09-03,failed,6,CA,289.57,14892.03
This Land Called America,Drama,Film & Video,2017/07/05,2017-09-03,failed,3,SE,28.7,12643024.21
POKER IS EVERYTHING - STAGE 1 - THE FLOP,Apparel,Fashion,2017/07/05,2017-09-03,failed,0,US,0,25000
Ten years off - art catalogue by Andrea Scodellaro,Art Books,Publishing,2017/07/05,2017-09-03,failed,2,IT,78.39,1808.99
We Haul,Apps,Technology,2017/07/05,2017-09-03,failed,4,US,42,50000
Mom for Music,R&B,Music,2017/07/05,2017-09-03,failed,3,US,31,5000
Ultimate Bone Thugs/2Pac Collection,Music,Music,2017/07/05,2017-09-03,failed,2,US,26,5000
Sifting Thyme: A Foodie's Romance Visual Novel,Mobile Games,Games,2017/07/05,2017-09-03,successful,165,US,9697.5,8800
Lady Gaga Lapel Pins,Mixed Media,Art,2017/07/05,2017-09-01,canceled,2,US,30,350
Colours of Venice-QuoteCards Collection,Graphic Design,Design,2017/07/05,2017-08-31,canceled,0,GB,0,841.49
Mall-World Animated Series * Over The Top Dark Comedy,Comedy,Film & Video,2017/07/05,2017-08-24,failed,0,US,0,25000
Cancer - A Distance Journey - From Leukemia to Marathon,Web,Journalism,2017/07/05,2017-08-19,failed,1,US,1,1500
Bring a Cat Cafe to Syracuse!,Food,Food,2017/07/05,2017-08-19,failed,7,US,240,75000
Acompáñanos a ver esta increíble historia: El Che Regio,Restaurants,Food,2017/07/05,2017-08-19,failed,2,MX,73.65,8497.62
Energy efficiency certificates for when you sell your home.,Software,Technology,2017/07/05,2017-08-19,failed,9,US,770,60000
"""The ChopShop"" Revamping a historic BarberShop",Design,Design,2017/07/05,2017-08-19,failed,7,US,377,6500
Indie DevStock: Conference for Designers & Developers,Technology,Technology,2017/07/05,2017-08-19,failed,19,US,12451,87500
Rotating platform follow sun MALDO,Technology,Technology,2017/07/05,2017-08-19,failed,0,IT,0,44280.18
"""Illusion"" Alphabet Bookmarks",Product Design,Design,2017/07/05,2017-08-19,failed,10,HK,175.38,7414.23
Bare It Bra,Fashion,Fashion,2017/07/05,2017-08-19,failed,26,GB,1950.4,38469.43
Pacific ocean plastic filtration system,Design,Design,2017/07/05,2017-08-14,canceled,2,GB,23.17,12874.49
Revolutionary High Tech Yoga Prop,Technology,Technology,2017/07/05,2017-08-14,failed,1,MX,5.59,2795.8
Fantasy Orc Zombie Assault - by Darkraven Europe,Tabletop Games,Games,2017/07/05,2017-08-10,successful,129,US,4070,2000
NAIL IT - the best helper to clip your nails tidily,Product Design,Design,2017/07/05,2017-08-10,successful,81,HK,808.15,383.68
SEQUENT: the world's first kinetic self-charging smart watch,Product Design,Design,2017/07/05,2017-08-09,successful,3981,CH,1084340.53,83144.53
Funny Lamps - new life to tubes and hydraulic fittings,Design,Design,2017/07/05,2017-08-09,failed,0,IT,0,5882.49
Everything You Didn't Say,Drama,Film & Video,2017/07/05,2017-08-09,successful,162,GB,14304.44,12979.26
Ripcord Literary Magazine,Literary Journals,Publishing,2017/07/05,2017-08-09,successful,31,US,1855,1700
Kosoli Arte Popular Mexicano -Mexican Handcraft Art,Pottery,Crafts,2017/07/05,2017-08-09,failed,31,MX,4337.32,7113.09
MAPPAMUNDI PHASE 1 #Webisode series,Animation,Film & Video,2017/07/05,2017-08-09,failed,14,US,336,26000
T H E A W A K E N I N G,Footwear,Fashion,2017/07/05,2017-08-08,failed,3,US,270,150000
Mag ICreatum : The All-in-One 3D Systems Machine,3D Printing,Technology,2017/07/05,2017-08-07,failed,69,IT,25567.79,58824.91
STYLE MADE SIMPLE: 10 TIPS TO DECORATING WITH STYLE,Journalism,Journalism,2017/07/05,2017-08-06,failed,0,US,0,500
Hardwick Handmade Pottery,Ceramics,Art,2017/07/05,2017-08-06,failed,20,US,5048,100000
The Mini Emergency Chocolate Point.,Product Design,Design,2017/07/05,2017-08-06,failed,7,GB,207.67,22713.7
Bier Nuts - The Quirky New Snack For All You Bier Nutters!,Food,Food,2017/07/05,2017-08-06,successful,65,GB,9783.77,9734.44
Ascended Kings Tabletop Board Game & Graphic Novel RELAUNCH,Tabletop Games,Games,2017/07/05,2017-08-06,successful,237,US,23313,20000
Holly Starr's New Album: HUMAN,Faith,Music,2017/07/05,2017-08-06,successful,273,US,30089,20000
COVR LOVE – your own photo or art as inspiring quote poster,Graphic Design,Design,2017/07/05,2017-08-06,canceled,15,DE,658.84,7058.99
After the Gold Rush #1-3: A Return to Optimistic Sci-fi,Comics,Comics,2017/07/05,2017-08-05,successful,460,US,10685,4500
Amabrush - World's First Automatic Toothbrush,Product Design,Design,2017/07/05,2017-08-05,successful,26832,AT,3763048.66,58824.91
MILLIKAN SYMPHONY in honor of Robert C. Millikan (1957-2012),Classical Music,Music,2017/07/05,2017-08-05,successful,58,US,6530,6500
The Biri Co-Op Studio,Photography,Photography,2017/07/05,2017-08-05,failed,15,US,2170,13000
Entrenched - Trench Run Terrain for X-Wing Miniatures,Tabletop Games,Games,2017/07/05,2017-08-05,successful,64,US,8779,5000
15 MINUTES: PSA ABOUT MALE SEXUAL ASSAULT,Shorts,Film & Video,2017/07/05,2017-08-05,successful,11,US,1002,800
3Dmate Design Mat for 3D Printing Pen,Interactive Design,Design,2017/07/05,2017-08-04,successful,134,US,8276,7500
In the Name of God,Shorts,Film & Video,2017/07/05,2017-08-04,failed,1,US,1,8000
Building community and lasting appreciation for artists!,Art,Art,2017/07/05,2017-08-04,failed,4,US,30.5,5000
My 'Lil Jars of Pride: LGBTQ assesories for clothing,Crafts,Crafts,2017/07/05,2017-08-04,failed,6,US,85,300
Uniquefreak dezignz,Product Design,Design,2017/07/05,2017-08-04,failed,1,GB,28.92,5258.31
Handcrafted Razors - Gettysburg Witness Wood® & More,Woodworking,Crafts,2017/07/05,2017-08-04,successful,8,US,2756,2750
Bringing Globic Tales to print,Publishing,Publishing,2017/07/05,2017-08-04,failed,2,US,15,45000
Scarfface - THE URBAN SCARF COMPANY!,Accessories,Fashion,2017/07/05,2017-08-04,failed,2,DE,121.05,1780.2
Con-Geda: A Coalition & Convention for The 100 Fandom,Television,Film & Video,2017/07/05,2017-08-04,successful,133,US,17000,15000
Handmade cards providing employment for orphans!,Crafts,Crafts,2017/07/05,2017-08-04,failed,7,US,179,500
RiotHouse,Apps,Technology,2017/07/05,2017-08-04,canceled,1,US,180,45000
Aspiring author needs you!,Fiction,Publishing,2017/07/05,2017-08-04,canceled,3,GB,9.2,657.29
In Maps!,Technology,Technology,2017/07/05,2017-08-04,failed,2,US,20,30000
Pro Dance Studio: Former pro NBA Miami Heat Dancer's dream,Dance,Dance,2017/07/05,2017-08-04,failed,0,US,0,60000
"Fostering Kindness, Children's Book, (a foster care story)",Children's Books,Publishing,2017/07/05,2017-08-04,failed,0,US,0,8000
Glitter Box: Not an eyeshadow palette but a glitter palette!,Design,Design,2017/07/05,2017-08-04,failed,1,US,1,8000
Freedom Media Network,Audio,Journalism,2017/07/05,2017-08-04,failed,0,US,0,1000
